config_id,user_id,collection_location,created_date,days_since_signup,provider,model,connection_name,is_primary_config,input_price_per_1m_usd,output_price_per_1m_usd,monthly_budget_usd,key_auto_detected_flag,custom_base_url_flag,validation_attempts,validation_success_flag,connection_latency_ms,config_status,key_rotations,last_rotation_date,first_session_date,days_to_first_session,total_sessions,total_interactions,total_input_tokens,total_output_tokens,total_llm_cost_usd,avg_efficiency_ratio,avg_waste_index,avg_cri,max_cri,adversarial_tests_run,last_used_date,config_age_days
cfg_00976,usr_01166,Outside Campus,2026-08-24,0,OpenAI,gpt-4o,OpenAI Primary-2,1,1.25,10.0,100,1,0,1,1,79,active,0,,2026-08-24,0,14,286,854373,453545,5.6034,0.7823,0.4326,0.2149,0.5862046456697243,0,2026-09-18,27
cfg_00977,usr_01167,DSU Campus,2026-08-25,0,Google AI (Gemini),gemini-3-flash,Google Primary-6,1,1.0,6.0,50,1,0,1,1,171,active,0,,2026-08-31,6,13,306,1074284,481652,3.9643,0.7992,0.4157,0.1899,0.36232657671515733,1,2026-09-14,26
cfg_00978,usr_01168,Outside Campus,2026-09-06,11,Together AI,deepseek-r2-distill,Together Primary-2,1,0.8,2.0,1000,1,0,1,1,131,active,0,,2026-09-06,0,6,138,363913,156277,0.6036,0.5796,0.6785,0.2566,0.3089952042319106,1,2026-09-20,14
cfg_00979,usr_01168,Outside Campus,2026-09-20,25,Anthropic,claude-opus-5,Anthropic Backup-6,0,3.0,15.0,250,0,0,1,1,138,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_00980,usr_01169,Outside Campus,2026-08-29,4,Anthropic,claude-sonnet-5,Anthropic Primary-1,1,3.0,15.0,25,1,1,1,1,134,active,0,,2026-08-30,1,6,129,233357,178829,3.3825,0.778,0.4778,0.1932,0.26354077306169355,2,2026-09-20,22
cfg_00981,usr_01169,Outside Campus,2026-09-20,26,Anthropic,claude-opus-5,Anthropic Backup-6,0,3.0,15.0,1000,0,0,1,1,111,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_00982,usr_01170,Outside Campus,2026-09-01,8,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,250,1,0,1,1,217,active,0,,2026-09-01,0,14,324,1015108,545180,6.7206,0.7614,0.4404,0.2317,0.7245621871870632,0,2026-09-16,19
cfg_00983,usr_01171,Outside Campus,2026-08-24,0,OpenAI,gpt-4o,OpenAI Primary-9,1,1.25,10.0,500,1,1,1,1,175,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,27
cfg_00984,usr_01172,Outside Campus,2026-08-25,0,OpenAI,gpt-4o,OpenAI Primary-2,1,1.25,10.0,500,1,0,1,1,140,active,1,,2026-08-25,0,2,23,51842,59421,0.659,0.8273,0.3209,0.1368,0.169610545538567,0,2026-08-25,26
cfg_00985,usr_01175,Outside Campus,2026-08-27,0,Together AI,llama-4-scout,Together Primary-3,1,0.8,2.0,500,1,0,1,1,124,active,0,,2026-08-28,1,10,236,663377,232047,0.9947,0.8055,0.3625,0.2097,0.6955031426824566,1,2026-09-13,24
cfg_00986,usr_01176,Outside Campus,2026-09-02,0,OpenAI,gpt-5-mini,OpenAI Primary-8,1,1.25,10.0,250,0,0,1,1,157,active,0,,2026-09-02,0,1,23,31519,12804,0.1674,0.62,0.6241,0.2571,0.2571147198545374,0,2026-09-05,18
cfg_00987,usr_01176,Outside Campus,2026-09-19,17,OpenRouter,qwen3-235b,OpenRouter Backup-2,0,0.6,2.4,500,1,0,1,1,370,active,0,,2026-09-02,,1,11,11864,6349,0.0224,0.8606,0.3472,0.1596,0.15957914921426775,0,2026-09-04,1
cfg_00988,usr_01179,DSU Campus,2026-08-27,2,Anthropic,claude-opus-5,Anthropic Primary-8,1,3.0,15.0,25,1,0,1,1,146,active,0,,2026-08-27,0,11,237,455554,320598,6.1757,0.8698,0.3366,0.1623,0.2662056927695525,2,2026-09-20,24
cfg_00989,usr_01181,Outside Campus,2026-08-27,1,Google AI (Gemini),gemini-3-pro,Google Primary-8,1,1.0,6.0,1000,0,0,1,1,114,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,24
cfg_00990,usr_01185,DSU Campus,2026-08-27,1,Anthropic,claude-sonnet-5,Anthropic Primary-3,1,3.0,15.0,25,1,0,1,1,129,active,0,,2026-08-27,0,9,185,464898,233184,4.8925,0.7529,0.5033,0.2024,0.28629087105149226,0,2026-09-20,24
cfg_00991,usr_01186,DSU Campus,2026-08-28,1,Groq,llama-4-maverick,Groq Primary-5,1,0.5,0.9,1000,1,0,1,1,151,active,1,,2026-08-28,0,2,31,87898,38879,0.0789,0.7649,0.378,0.1905,0.24553541576691254,0,2026-08-30,23
cfg_00992,usr_01186,DSU Campus,2026-09-01,5,Google AI (Gemini),gemini-3-flash,Google Backup-1,0,1.0,6.0,25,1,0,1,1,60,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,19
cfg_00993,usr_01187,Outside Campus,2026-08-28,2,OpenAI,gpt-4o,OpenAI Primary-7,1,1.25,10.0,500,1,0,1,1,174,active,0,,2026-08-28,0,18,410,1075899,514015,6.485,0.775,0.4142,0.1742,0.26935309278329594,4,2026-09-20,23
cfg_00994,usr_01188,Outside Campus,2026-08-27,0,Anthropic,claude-opus-5,Anthropic Primary-5,1,3.0,15.0,25,1,0,1,1,104,active,0,,2026-08-29,2,8,127,178665,144451,2.7028,0.8392,0.2996,0.1447,0.1941353006542278,2,2026-09-20,24
cfg_00995,usr_01189,Outside Campus,2026-08-30,3,OpenAI,gpt-4o,OpenAI Primary-6,1,1.25,10.0,1000,1,0,1,1,153,active,0,,2026-08-30,0,14,338,848199,365258,4.7129,0.7509,0.4762,0.1908,0.24422197188339728,0,2026-09-20,21
cfg_00996,usr_01189,Outside Campus,2026-09-20,24,Anthropic,claude-opus-5,Anthropic Backup-5,0,3.0,15.0,100,1,1,1,1,112,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_00997,usr_01191,Outside Campus,2026-08-27,0,Anthropic,claude-opus-5,Anthropic Primary-3,1,3.0,15.0,500,0,0,1,1,110,active,0,,2026-08-29,2,13,191,474906,172428,4.0111,0.7709,0.4403,0.1997,0.26663562320021594,0,2026-09-12,24
cfg_00998,usr_01192,DSU Campus,2026-09-01,0,OpenAI,gpt-5-mini,OpenAI Primary-1,1,1.25,10.0,500,1,0,2,1,184,active,1,,2026-09-02,1,5,111,329506,123697,1.6488,0.7644,0.3982,0.1725,0.24364311764761565,1,2026-09-20,19
cfg_00999,usr_01195,DSU Campus,2026-08-29,2,OpenAI,gpt-5-mini,OpenAI Primary-5,1,1.25,10.0,250,1,0,3,1,207,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,22
cfg_01000,usr_01197,Outside Campus,2026-08-27,0,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,500,0,0,1,1,111,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,24
cfg_01001,usr_01197,Outside Campus,2026-08-31,4,Anthropic,claude-opus-5,Anthropic Backup-7,0,3.0,15.0,1000,0,0,2,1,101,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,20
cfg_01002,usr_01198,Outside Campus,2026-08-30,3,Anthropic,claude-sonnet-5,Anthropic Primary-8,1,3.0,15.0,50,1,0,1,1,226,active,0,,2026-08-30,0,7,110,274521,90840,2.1861,0.6769,0.5504,0.2274,0.2639232565978356,2,2026-09-20,21
cfg_01003,usr_01198,Outside Campus,2026-09-08,12,OpenAI,gpt-5,OpenAI Backup-7,0,1.25,10.0,500,0,0,1,1,291,active,0,,2026-08-30,,1,26,53324,12887,0.1955,0.985,0.161,0.0949,0.0949110517548708,0,2026-09-20,12
cfg_01004,usr_01199,Outside Campus,2026-08-28,1,Groq,qwen3-32b,Groq Primary-7,1,0.5,0.9,100,1,0,1,1,140,active,0,,2026-08-30,2,6,177,480296,135819,0.3623,0.746,0.4514,0.1878,0.23471447369244658,1,2026-09-20,23
cfg_01005,usr_01200,Outside Campus,2026-09-01,4,Anthropic,claude-sonnet-5,Anthropic Primary-8,1,3.0,15.0,25,1,0,1,1,116,active,0,,2026-09-02,1,5,88,255187,82728,2.0064,0.8734,0.3254,0.1645,0.23769995021759743,0,2026-09-19,19
cfg_01006,usr_01200,Outside Campus,2026-09-20,23,Google AI (Gemini),gemini-3-flash,Google Backup-2,0,1.0,6.0,1000,1,0,1,1,242,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_01007,usr_01203,Outside Campus,2026-08-29,0,Mistral AI,codestral-2,Mistral Primary-4,1,2.0,6.0,100,1,0,1,1,327,active,1,,2026-08-30,1,14,283,1090105,348219,4.2696,0.7316,0.4871,0.2606,0.8204488464758232,1,2026-09-20,22
cfg_01008,usr_01204,Outside Campus,2026-08-29,0,Groq,qwen3-32b,Groq Primary-3,1,0.5,0.9,25,1,0,2,1,204,active,0,,2026-08-29,0,9,146,434617,156430,0.358,0.8002,0.3772,0.1714,0.25313940906717497,0,2026-09-20,22
cfg_01009,usr_01204,Outside Campus,2026-09-10,12,Groq,llama-4-maverick,Groq Backup-9,0,0.5,0.9,100,1,1,1,1,70,active,0,,2026-08-29,,1,15,20832,6307,0.0161,0.985,0.2704,0.1372,0.13718421194479363,0,2026-09-20,10
cfg_01010,usr_01205,DSU Campus,2026-08-28,0,Google AI (Gemini),gemini-3-flash,Google Primary-4,1,1.0,6.0,250,0,0,3,1,136,active,0,,2026-08-28,0,13,192,397261,206792,1.6379,0.7706,0.4858,0.2023,0.3147407195723052,1,2026-09-20,23
cfg_01011,usr_01207,DSU Campus,2026-09-01,3,Google AI (Gemini),gemini-3-pro,Google Primary-5,1,1.0,6.0,250,0,0,1,1,215,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,19
cfg_01012,usr_01208,Outside Campus,2026-08-28,0,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,1000,1,1,1,1,168,active,0,,2026-08-28,0,13,312,640732,256490,5.7697,0.8492,0.3375,0.151,0.23577917453150005,1,2026-09-18,23
cfg_01013,usr_01209,Outside Campus,2026-08-31,3,Groq,llama-4-maverick,Groq Primary-4,1,0.5,0.9,1000,0,0,1,1,222,active,0,,2026-09-01,1,5,93,214903,71854,0.1721,0.6705,0.5585,0.2157,0.2440256959634305,1,2026-09-15,20
cfg_01014,usr_01212,DSU Campus,2026-08-30,1,DeepSeek,deepseek-r2,DeepSeek Primary-5,1,0.3,1.2,1000,1,0,1,1,177,active,0,,2026-08-31,1,11,205,558508,176098,0.3788,0.7394,0.4329,0.1843,0.3024591517998643,0,2026-09-15,21
cfg_01015,usr_01215,DSU Campus,2026-08-29,0,Together AI,deepseek-r2-distill,Together Primary-9,1,0.8,2.0,250,1,0,1,1,168,active,0,,2026-08-29,0,3,66,170920,97774,0.3322,0.6593,0.5797,0.3991,0.7701494980497297,0,2026-09-03,22
cfg_01016,usr_01216,DSU Campus,2026-08-29,0,Anthropic,claude-opus-5,Anthropic Primary-3,1,3.0,15.0,500,1,0,1,1,200,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,22
cfg_01017,usr_01216,DSU Campus,2026-09-12,14,OpenRouter,qwen3-235b,OpenRouter Backup-4,0,0.6,2.4,50,1,0,1,1,94,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,8
cfg_01018,usr_01217,Outside Campus,2026-08-31,1,Google AI (Gemini),gemini-3-pro,Google Primary-8,1,1.0,6.0,100,1,0,1,1,99,active,1,,2026-09-04,4,6,151,546839,155583,1.4804,0.7214,0.4609,0.1873,0.23190035542465445,0,2026-09-19,20
cfg_01019,usr_01218,Outside Campus,2026-08-31,1,Mistral AI,mistral-large-3,Mistral Primary-1,1,2.0,6.0,1000,1,0,1,1,141,active,0,,2026-09-05,5,7,109,315204,166056,1.6268,0.6371,0.5821,0.3154,0.7127042137708586,0,2026-09-20,20
cfg_01020,usr_01219,Outside Campus,2026-09-02,2,OpenAI,gpt-4o,OpenAI Primary-3,1,1.25,10.0,25,1,0,1,1,231,active,0,,2026-09-02,0,2,38,42891,35376,0.4074,0.8572,0.4101,0.1579,0.17408046346722975,0,2026-09-19,18
cfg_01021,usr_01219,Outside Campus,2026-09-18,18,OpenAI,gpt-5-mini,OpenAI Backup-4,0,1.25,10.0,100,0,0,1,1,158,active,2,,2026-09-02,,2,57,110945,48288,0.6216,0.5945,0.6545,0.2873,0.3463015237783609,0,2026-09-20,2
cfg_01022,usr_01220,Outside Campus,2026-08-30,1,xAI (Grok),grok-4-mini,xAI Primary-1,1,2.5,12.0,50,1,0,1,1,136,active,0,,2026-09-01,2,8,202,426292,253756,4.1107,0.8202,0.3685,0.2197,0.7244407399000521,0,2026-09-17,21
cfg_01023,usr_01221,Outside Campus,2026-09-03,4,DeepSeek,deepseek-v4,DeepSeek Primary-7,1,0.3,1.2,100,1,0,1,1,126,active,0,,2026-09-08,5,9,151,351261,213219,0.3613,0.771,0.3969,0.1663,0.3370057931550965,4,2026-09-15,17
cfg_01024,usr_01221,Outside Campus,2026-09-20,21,OpenAI,gpt-4o,OpenAI Backup-2,0,1.25,10.0,100,1,0,1,1,131,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_01025,usr_01223,Outside Campus,2026-09-06,7,OpenAI,gpt-5,OpenAI Primary-4,1,1.25,10.0,1000,1,0,1,1,116,active,0,,2026-09-06,0,6,160,753063,196201,2.9034,0.8303,0.4069,0.271,0.757382177839224,1,2026-09-20,14
cfg_01026,usr_01223,Outside Campus,2026-09-20,21,Anthropic,claude-opus-5,Anthropic Backup-8,0,3.0,15.0,250,1,0,1,1,140,active,0,,2026-09-06,,1,17,9954,7494,0.1423,0.9645,0.1948,0.1155,0.11550525739063836,0,2026-09-11,0
cfg_01027,usr_01225,DSU Campus,2026-09-02,3,Anthropic,claude-opus-5,Anthropic Primary-8,1,3.0,15.0,100,1,0,1,1,192,active,0,,2026-09-03,1,6,129,415904,128368,3.1733,0.9058,0.2428,0.1316,0.22644465404297795,1,2026-09-20,18
cfg_01028,usr_01225,DSU Campus,2026-09-20,21,OpenAI,gpt-5-mini,OpenAI Backup-5,0,1.25,10.0,50,1,0,1,1,134,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_01029,usr_01228,DSU Campus,2026-09-09,1,OpenAI,gpt-5,OpenAI Primary-3,1,1.25,10.0,250,0,0,1,1,246,active,0,,2026-09-09,0,5,103,452770,146690,2.0327,0.8025,0.3561,0.1794,0.28417978339783984,1,2026-09-16,11
cfg_01030,usr_01231,Outside Campus,2026-09-03,2,Groq,llama-4-maverick,Groq Primary-7,1,0.5,0.9,500,1,0,2,1,139,active,0,,2026-09-05,2,5,93,190114,183722,0.2605,0.7973,0.5386,0.2148,0.29231478107589287,0,2026-09-19,17
cfg_01031,usr_01233,DSU Campus,2026-09-01,0,Mistral AI,mistral-large-3,Mistral Primary-1,1,2.0,6.0,500,1,1,1,1,137,active,0,,2026-09-02,1,4,102,339520,158381,1.6292,0.7076,0.5375,0.193,0.24137645540883385,2,2026-09-04,19
cfg_01032,usr_01233,DSU Campus,2026-09-13,12,Google AI (Gemini),gemini-3-flash,Google Backup-9,0,1.0,6.0,1000,1,0,1,1,147,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,7
cfg_01033,usr_01234,Outside Campus,2026-09-05,1,Anthropic,claude-opus-5,Anthropic Primary-7,1,3.0,15.0,50,1,0,1,1,216,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,15
cfg_01034,usr_01235,Outside Campus,2026-09-05,2,DeepSeek,deepseek-v4,DeepSeek Primary-3,1,0.3,1.2,50,1,1,1,1,117,active,0,,2026-09-06,1,3,72,212829,79413,0.1592,0.8004,0.4187,0.1658,0.2431302285557433,0,2026-09-06,15
cfg_01035,usr_01237,Outside Campus,2026-09-04,3,Groq,qwen3-32b,Groq Primary-6,1,0.5,0.9,1000,0,0,2,1,310,active,0,,2026-09-05,1,12,289,811489,297580,0.6737,0.7321,0.4291,0.1907,0.28299213949932367,0,2026-09-20,16
cfg_01036,usr_01238,Outside Campus,2026-09-06,0,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,25,1,1,1,1,98,active,1,,2026-09-07,1,3,52,102920,35721,0.0837,0.7807,0.5078,0.183,0.20409007155574665,0,2026-09-19,14
cfg_01037,usr_01239,DSU Campus,2026-09-03,2,DeepSeek,deepseek-v4,DeepSeek Primary-8,1,0.3,1.2,100,1,0,1,1,192,active,1,,2026-09-05,2,8,190,847831,271195,0.5796,0.7961,0.4237,0.1752,0.28229420543787287,2,2026-09-20,17
cfg_01038,usr_01240,Outside Campus,2026-09-02,1,Google AI (Gemini),gemini-3-pro,Google Primary-4,1,1.0,6.0,50,0,0,1,1,124,active,0,,2026-09-02,0,14,308,732626,382240,3.0261,0.7887,0.3758,0.2177,0.7790545516253348,0,2026-09-17,18
cfg_01039,usr_01240,Outside Campus,2026-09-20,19,Google AI (Gemini),gemini-3-pro,Google Backup-7,0,1.0,6.0,500,1,0,1,1,146,active,0,,2026-09-02,,2,81,181650,71368,0.6099,0.8639,0.2917,0.1458,0.152088327665399,0,2026-09-16,0
cfg_01040,usr_01241,Outside Campus,2026-09-03,2,Google AI (Gemini),gemini-3-flash,Google Primary-4,1,1.0,6.0,1000,0,0,1,1,254,active,0,,2026-09-03,0,9,186,649646,205257,1.8812,0.7603,0.4403,0.1944,0.27039280435395163,3,2026-09-20,17
cfg_01041,usr_01242,DSU Campus,2026-09-02,1,OpenAI,gpt-4o,OpenAI Primary-5,1,1.25,10.0,50,1,0,2,1,175,active,0,,2026-09-03,1,12,255,833050,227691,3.3182,0.8272,0.3403,0.1555,0.24633537765788685,1,2026-09-20,18
cfg_01042,usr_01243,DSU Campus,2026-09-04,0,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,500,0,0,1,1,198,active,0,,2026-09-05,1,1,8,6576,19578,0.204,0.7673,0.3241,0.1338,0.13381003472816716,0,2026-09-05,16
cfg_01043,usr_01243,DSU Campus,2026-09-19,15,Anthropic,claude-opus-5,Anthropic Backup-5,0,3.0,15.0,1000,1,1,1,1,138,active,0,,2026-09-05,,1,6,6340,3061,0.0649,0.9446,0.2396,0.1003,0.10031318679696002,0,2026-09-20,1
cfg_01044,usr_01245,DSU Campus,2026-09-04,3,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,1000,1,0,1,1,127,active,0,,2026-09-05,1,12,267,425208,362688,6.716,0.7982,0.3766,0.1791,0.3416511438827645,1,2026-09-20,16
cfg_01045,usr_01247,Outside Campus,2026-09-03,0,DeepSeek,deepseek-v4,DeepSeek Primary-4,1,0.3,1.2,1000,0,0,1,1,215,active,0,,2026-09-04,1,7,147,306290,169230,0.295,0.8224,0.3782,0.165,0.24948739533495734,1,2026-09-19,17
cfg_01046,usr_01250,Outside Campus,2026-09-07,2,OpenAI,gpt-5-mini,OpenAI Primary-5,1,1.25,10.0,1000,1,0,1,1,240,active,2,,2026-09-09,2,10,164,517136,282597,3.4724,0.8065,0.3859,0.2624,0.9087459206405089,1,2026-09-19,13
cfg_01047,usr_01250,Outside Campus,2026-09-20,15,OpenRouter,auto/router,OpenRouter Backup-8,0,0.6,2.4,1000,1,0,2,1,117,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_01048,usr_01251,DSU Campus,2026-09-02,0,Anthropic,claude-opus-5,Anthropic Primary-6,1,3.0,15.0,1000,0,0,1,1,144,active,0,,2026-09-02,0,10,205,773230,105666,3.9047,0.7111,0.4984,0.1921,0.27515456405131267,1,2026-09-16,18
cfg_01049,usr_01252,Outside Campus,2026-09-04,2,Anthropic,claude-sonnet-5,Anthropic Primary-7,1,3.0,15.0,50,1,0,1,1,146,active,0,,2026-09-04,0,4,72,340350,49542,1.7641,0.775,0.4299,0.1872,0.27280413068354514,0,2026-09-16,16
cfg_01050,usr_01253,Outside Campus,2026-09-04,0,Anthropic,claude-sonnet-5,Anthropic Primary-3,1,3.0,15.0,250,1,0,1,1,116,active,0,,2026-09-05,1,5,177,436017,209187,4.4458,0.688,0.5084,0.3027,0.6850896195201837,0,2026-09-20,16
cfg_01051,usr_01254,Outside Campus,2026-09-07,1,OpenAI,gpt-5-mini,OpenAI Primary-2,1,1.25,10.0,100,0,0,1,1,140,active,0,,2026-09-12,5,6,70,145368,99279,1.1745,0.88,0.2726,0.1256,0.1985281974733345,1,2026-09-20,13
cfg_01052,usr_01255,Outside Campus,2026-09-04,1,Anthropic,claude-opus-5,Anthropic Primary-1,1,3.0,15.0,500,1,0,1,1,214,active,0,,2026-09-05,1,8,129,338448,226513,4.4131,0.8429,0.3578,0.1726,0.2843449024743078,2,2026-09-20,16
cfg_01053,usr_01256,Outside Campus,2026-09-05,0,OpenAI,gpt-4o,OpenAI Primary-3,1,1.25,10.0,100,1,0,1,1,252,active,1,,2026-09-07,2,8,138,275509,173475,2.0792,0.8077,0.4004,0.2322,0.651074561389582,0,2026-09-14,15
cfg_01054,usr_01258,Outside Campus,2026-09-03,0,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,250,1,0,1,1,130,active,0,,2026-09-09,6,5,56,205273,37475,0.6314,0.7745,0.4208,0.1959,0.30112585416457127,0,2026-09-20,17
cfg_01055,usr_01259,Outside Campus,2026-09-06,1,Anthropic,claude-sonnet-5,Anthropic Primary-7,1,3.0,15.0,1000,1,0,1,1,358,active,0,,2026-09-07,1,7,122,248459,148414,2.9715,0.7798,0.417,0.173,0.2484494407596242,1,2026-09-15,14
cfg_01056,usr_01260,Outside Campus,2026-09-07,3,OpenRouter,qwen3-235b,OpenRouter Primary-2,1,0.6,2.4,250,0,0,1,1,216,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,13
cfg_01057,usr_01260,Outside Campus,2026-09-20,16,OpenAI,gpt-5-mini,OpenAI Backup-9,0,1.25,10.0,250,1,0,1,1,131,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_01058,usr_01261,Outside Campus,2026-09-12,1,Google AI (Gemini),gemini-3-pro,Google Primary-9,1,1.0,6.0,50,1,0,1,1,207,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,8
cfg_01059,usr_01262,DSU Campus,2026-09-03,0,Groq,llama-4-maverick,Groq Primary-7,1,0.5,0.9,250,1,0,1,1,234,active,1,,2026-09-05,2,5,157,1212544,125103,0.7189,0.7035,0.4608,0.1878,0.298870658972371,0,2026-09-12,17
cfg_01060,usr_01264,Outside Campus,2026-09-05,2,Google AI (Gemini),gemini-3-pro,Google Primary-6,1,1.0,6.0,250,0,0,1,1,167,active,0,,2026-09-07,2,5,82,289280,76897,0.7507,0.7419,0.5336,0.2193,0.2867596410053297,0,2026-09-14,15
cfg_01061,usr_01265,Outside Campus,2026-09-08,2,Anthropic,claude-sonnet-5,Anthropic Primary-4,1,3.0,15.0,500,1,0,2,1,97,active,0,,2026-09-08,0,9,180,886307,215116,5.8856,0.8297,0.363,0.1732,0.27871796222976924,0,2026-09-20,12
cfg_01062,usr_01266,Outside Campus,2026-09-05,2,Anthropic,claude-opus-5,Anthropic Primary-2,1,3.0,15.0,100,1,0,2,1,112,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,15
cfg_01063,usr_01266,Outside Campus,2026-09-18,15,Anthropic,claude-opus-5,Anthropic Backup-7,0,3.0,15.0,100,1,0,1,1,236,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,2
cfg_01064,usr_01268,Outside Campus,2026-09-04,0,OpenAI,gpt-5-mini,OpenAI Primary-9,1,1.25,10.0,250,1,0,1,1,114,active,0,,2026-09-04,0,3,92,205557,156860,1.8255,0.7859,0.4039,0.1771,0.23667811775240866,1,2026-09-04,16
cfg_01065,usr_01269,Outside Campus,2026-09-04,1,DeepSeek,deepseek-v4,DeepSeek Primary-1,1,0.3,1.2,25,1,0,2,1,119,active,0,,2026-09-07,3,6,72,117521,75887,0.1262,0.6982,0.5552,0.2145,0.317828689217551,0,2026-09-17,16
cfg_01066,usr_01270,Outside Campus,2026-09-06,3,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,500,1,0,1,1,244,active,0,,2026-09-06,0,7,175,464005,181765,2.3977,0.7108,0.4626,0.1847,0.21360705295780008,0,2026-09-20,14
cfg_01067,usr_01270,Outside Campus,2026-09-20,17,OpenAI,gpt-4o,OpenAI Backup-7,0,1.25,10.0,25,1,0,2,1,148,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_01068,usr_01271,Outside Campus,2026-09-04,0,OpenAI,gpt-5,OpenAI Primary-3,1,1.25,10.0,500,1,0,1,1,130,active,0,,2026-09-07,3,4,56,131425,107627,1.2405,0.8731,0.374,0.1507,0.19619960095299746,0,2026-09-12,16
cfg_01069,usr_01272,Outside Campus,2026-09-04,0,Google AI (Gemini),gemini-3-pro,Google Primary-3,1,1.0,6.0,250,0,0,1,1,182,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,16
cfg_01070,usr_01274,Outside Campus,2026-09-04,0,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,500,1,0,1,1,168,active,0,,2026-09-04,0,4,101,79836,131157,2.2069,0.7098,0.5133,0.2025,0.24779335806461622,0,2026-09-19,16
cfg_01071,usr_01275,DSU Campus,2026-09-05,1,OpenAI,gpt-5-mini,OpenAI Primary-3,1,1.25,10.0,500,1,0,1,1,108,active,2,,2026-09-06,1,9,238,477576,316548,3.7625,0.7987,0.3648,0.1682,0.2508386292765397,1,2026-09-20,15
cfg_01072,usr_01275,DSU Campus,2026-09-20,16,Groq,qwen3-32b,Groq Backup-4,0,0.5,0.9,50,1,0,1,1,104,active,0,,2026-09-06,,2,59,141635,62526,0.1271,0.9247,0.2875,0.1185,0.14373722487049906,0,2026-09-10,0
cfg_01073,usr_01276,Outside Campus,2026-09-15,2,OpenAI,gpt-5,OpenAI Primary-9,1,1.25,10.0,50,0,0,1,1,172,active,1,,2026-09-15,0,2,46,274753,61684,0.9603,0.7545,0.4349,0.2462,0.3289416017919172,0,2026-09-19,5
cfg_01074,usr_01276,Outside Campus,2026-09-20,7,Anthropic,claude-opus-5,Anthropic Backup-4,0,3.0,15.0,100,1,0,1,1,91,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_01075,usr_01278,DSU Campus,2026-09-09,1,OpenAI,gpt-4o,OpenAI Primary-6,1,1.25,10.0,1000,0,0,2,1,107,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,11
cfg_01076,usr_01278,DSU Campus,2026-09-20,12,Google AI (Gemini),gemini-3-pro,Google Backup-9,0,1.0,6.0,250,1,0,1,1,145,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,0
cfg_01077,usr_01279,Outside Campus,2026-09-10,2,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,25,1,0,1,1,136,active,0,,2026-09-11,1,6,120,304231,99219,1.3725,0.81,0.4149,0.192,0.2663608772930613,2,2026-09-20,10
cfg_01078,usr_01280,Outside Campus,2026-09-05,0,OpenAI,gpt-5,OpenAI Primary-7,1,1.25,10.0,50,1,0,1,1,87,active,0,,2026-09-05,0,8,138,639611,285614,3.6558,0.7388,0.4341,0.27,0.9431246826198794,0,2026-09-20,15
cfg_01079,usr_01280,Outside Campus,2026-09-20,15,Groq,llama-4-maverick,Groq Backup-5,0,0.5,0.9,100,1,0,2,1,132,active,0,,2026-09-05,,4,89,183711,79540,0.1635,0.7257,0.4961,0.2287,0.3478659799291869,0,2026-09-20,0
